Rating,Reviews
1,ZzZzZzZzZz...
2,Director cuts out the good stuff
1,How do you get the closed captioning to work?
1,I would give it zero stars if i could.
1,am i the only one who...
1,Check Your Discs!
1,Horrible DVD - Video quality is like unto ancient rental VHS
2,Director's Cut makes the cut
1,A less than stellar DVD
2,AMERICA'S CRITIC
2,excellent Blue Ray movie
1,A true classic that deserves better...
2,Old vs. New
1,@@@@ WARNING @@@@@
2,Amazon needs to sell the original version
1,new dvd
2,Another great movie to bring back great memories
2,HD-DVD Final Cut review
1,Bring back the Theatrical Release
1,Studio Got Lazy On This One
1,I don't understand the hype.
1,still searching
2,No.1 cult movie
2,Bladerunner special edition is awesome.
2,Blade Runner
1,ZERO star rating
2,"oh, the french *sigh*"
2,The Best Sci-fi Movie Ever
2,"Really good pursuit, action film"
1,Missing something...
2,Byrds rock the fillmore
2,"Story Not As Good As ""What's Up, Doc?"", But Still Very Funny!"
2,GREAT TALENT
1,a typical mainstream album
1,what the hell did he just say
2,"""Good Carpenter Documentary DVD!"""
1,many flaws outweigh fun
1,Over-Hyped
1,TOO LAME!!
2,They should hav had more stuff!
2,"Classic South Park Goodness...Nothing More, Nothing Less"
2,"Great start, great middle, okay finish"
2,Read the last 150 pages in one sitting
1,Awful piece of junk!
1,Not reader friendly
1,Unorganized impossible to navigate
2,This joint gets 10 mikes
2,These aren't my clothes...
2,One of my favorites
1,Check what region your in....
2,A DVD review
2,A classic
2,Great songs! Our children love Raffi
2,"I LOVE this CD (oh, and so do my kids)"
1,I know he's popular -- but I can't stand to hear his voice!
2,ruler in the rapgame
2,love it but 4 stars not 5
1,Doesn't Matter
2,great movie!!
1,Not one of her better ones!!
1,Defected Book!
2,Excellent and Interesting
1,HOLY JESUS!
2,4.5 stars actually
1,Avoid this seller!
2,Canon Powershot digital camera
1,workmanship
2,An Essential Book
2,This is what i'm waiting for!!!!
1,Disappointing Book
1,Interesting but with one MAJOR flaw
2,GREAT SOUND...GREAT VALUE
2,Very nice
2,Exceptional speakers
1,Sony Speakers
1,Reading this book was hardly worth the struggle.
2,Byrds Untitled originally vinyl 2 LP set.
2,"THREE AND A HALF STARS, (there are no half stars)"
2,I loved this CD!
2,A different album from Paula- yet a much needed one.
1,Paula Morissette?
1,sucks
2,Miracle cure
2,Excellent
2,Impressive Sleep CD
2,Perfect Background Music for a Bachelor's Pad
1,High Hunt by David Eddings
1,Waste Of Money!
1,Don't do it.
2,In a class all his own
2,Perfection
2,my 2nd fav. by her
1,Poor Customer Service
2,Cat's Eye
2,Scooter Mirror
2,Solid and sharp
2,Best Mirror on the Market!
2,"Nice mirror for the price, but you may need to lube the cap screws"
2,Mirrycle MTB Bicycle Mirror
1,Never in my life to find a product so poor in quality????
1,Cheap and horrible design
2,Great mirror!
2,Great Little Mirror!
2,Works with a road bike!
2,A must have
2,Great Bicycle Mirror
2,Good mirror
2,Mirrycycle mryycle
1,Poor Quality -- A Name Brand Signifying Nothing Today
1,Flip Album:(
1,Disco is Over
2,Donna's not just a Disco Queen
1,Visit Bruce Damer's Website
1,Morbid Ending
1,HORRIBLE!!!!!!!!!!
1,Not What I Expected
1,Not as good as Mame
1,Zzzzzzzzzzzzzzzzzz
1,Lucille Balls version was much better....
2,A bit of Sunshine in a Box
2,A CLASSIC!
2,Great Wireless Headphones !
2,Love this product!
2,good christmas songs
2,Electric Light Orchestra - Part II - One Night Live in Australia '95
2,Excellent
1,"Better, cheaper options available"
2,So warm and cozy!!!!
2,search this out please!
1,A young girl experiences world war 2 as a jewish girl
2,Engaging
2,I can still quote this book years later
2,Couldn't put it down...
2,"Excellent Book, but full of Errors"
1,Does not work with Lifeproof Iphone Case
1,"Great Film, Horrible transfer to DVD"
1,&#65533;I Am Not Amused&#65533;
1,This DVD is pure garbage. I plan to use it as a coaster.
1,ZZZZZZZZZZZ
2,Simply Beautiful!
2,"""Wings Over America"" shows the band could really rock"
2,Definitive In Many Many Ways
2,Shark is right
1,one of Mandys worst movies
2,"Great product, great vendor"
1,"How long will this be ""Under Review"" ?"
2,performing betty in the crucible
2,On the subject of symbolism in 'The Crucible'
2,The book showed how stupid and gulable people can be.
1,Missing Lines
2,Great Sound
2,EXCELLENT
1,Look elsewhere
1,Very Disappointed
1,quality control
1,Don't Listen to it more than once.
2,resurect E.1999
1,THEY MIGHT NEVER LIVE UP TO E.1999 ETERNAL
2,2nd in a terrific family saga series
1,The worst creatures in the world.
2,Magnetic to children
2,Great Head Unit
2,Excellent
2,"An excellent and heartfelt story, though not my favorite"
2,A Children's Classic
2,AMAZING!!!!!!!!!!!!!!!!
2,Disney's Sleeping Beauty on Blu-Ray
2,Sleeping Beauty
1,Okay Film - Poor Extras
1,Beware! Digital flaw
2,the most amazing masterpiece of animation ......ever/
2,Sleeping
2,sleeping beauty
2,Wonderful Film. Excellent Extras.
1,Disappointed...
2,Excellent Buy!
2,Gluten free mix
2,"I'm no R&B fan, but you gotta hear this!!"
1,Deceptively surprising
2,agama tantra : my hands and yours
1,Just Dang Perplexing
2,Donald Goines-Excellent Writer
2,Hubba hubba hot stuff
1,Devil Girl * a very Bad copy
2,Nearly perfect example of the genre!!
2,A high quality album for lovers of good soul music
1,take it from me
1,A time to kill
1,Came Bent
1,sorry.......
2,longer version
2,FIRST MP3
2,Its what I wanted!
1,Where Eagles Dare
2,Broadsword calling Danny Boy...
2,A great movie about how the Americans outfoxed the Germans
1,Monotone
1,Messy Air
2,Expensive
1,Inexpensive but be careful
2,For once a product worth more than cost
1,Very loud!
1,I would not buy it again
2,The hit of Xmas - why did I wait so long?
2,Feeling Mellow
1,Urgh! Ruined by an Americanisation!
1,HELL NO NOBODY TAKES THE NAME FROM 2PAC
1,WTMI
2,Outstanding
2,A third novel that surpasses its predecessors.
2,I have really entered the dru.
2,"Don't Sleep On This Album, I'm telling YOU!"
2,THiS iS mY FaVoRiTe CD Of aLL TiMe!!
2,It was off tha hizzie shizzie
2,lightweight and it works
2,Best I've Found So Far
2,a six star album
1,Best rapper alive? HAHAHAHAHAHA
2,I love Lil Wayne
2,Lil Wayne beats all of his other albums
1,Lil Wayne is a Lil Wack!
2,Didn't expect to find this classic
1,Looks Tough
2,A worthwhile investment!
2,A Great Season - A Limited DVD
1,Yawner
1,You have got to be kidding me!
1,DVD Problem
2,"EXCELENT DVD, BUT SOME OF THEIR BEST SONGS WERE FORGOTTEN"
2,1 of Da BEST Hip Hop Albumz Eva!!!
2,EXCELLENT
2,"Incredible healthy, great tasting meals"
2,Combat lighting
2,"Excellent flashlight. I strapped one to mod 22 glock 22 handgun, and the other is on my ar-14, yankee hill carbine rifle."
1,Out-of-print for a reason!
2,Building with Nature--Review
1,Am police and religons expert: it is inaccurate.
2,Steve Perry is AMAZING!
2,Love ol Jerry Lee
1,Tedious!
2,Ultra-heavy techno-metal with evil fury
2,A Good Collection Of Cindy Morgan's Music
2,Her Best is as Good as Anybody Else!!
1,A bitter disappointment
2,10 Stars
2,great movie
2,Good story line
1,Terrible movie a waste of 2 hours
1,Be prepared for a warped movie
1,"Great cast, but missing the dark humor of the book"
2,"True Story, Huh?"
1,"Not a comedy, just strange"
1,Running With Scissors
1,What A Mess!
1,Sorry
2,Amazing
2,Excellent for the price!
1,BEWARE Cut Version!
2,great movie
1,The Alamo with John Wayne
1,To Commit Treason...
2,Great Film!
1,"Honor, courage, duty, hokum"
1,Not the Director's Version
1,Do Not Recommend
2,hard swingin
2,Scars and All
1,Cornwell can do better
2,"Captivating, I couldn't put it down..."
1,Not At All Like Patricia Cornwell
1,Let's put it together
1,Could be better....
1,There is No Hope
2,Exciting continuation of Cornwell's talent.
1,black notice
1,"Bad plot & character development, just plan bad=0 star"
2,"Overall, a good read."
2,Great Book one more for a great series
1,Don't waste your time !
1,Continued Disappointment
1,"Unless you're into frustration, don't waste your time"
1,Full of holes and threads that peter out.
1,"Better than ""Point of Origin"" -- but could it be worse?"
2,Anywhere she is....
1,Terrible
1,Cornwell needs to push the narrative.
1,The Downward Slide Continues
1,A disappointment
2,Great characters and wonderful suspense.
1,Black Angst
1,I was disappointed in the plot & characterization
1,Don't Bother
1,What's the Name of this Book Again?
1,get a life!!
1,Dismal
1,I can write better
2,Follow that painting!
2,Unique and beautiful...
2,A Book of Short Stories
2,a must read
1,Contrived
2,Incredible!
2,Art and Literature
2,A Timeless Piece
2,Dr Zhivago
1,Doctor Zhivago DVD Poor Quality
2,Those eyes
2,Sweeping historical epic
2,Bite me
1,Watch This Atrocious Movie At Your Risk
2,The Ultimate Rom-Com with Vampires in the Valley
1,Nothing new for anyone
1,Batteries Not Fresh?
2,Great Look at the NBA in the 70s
1,Does not work
1,Stick to the first three series
1,Kindle edition NOT good
2,A good Christian understanding of numerology
2,Another Very Good Book!
1,Not really good
1,Karma intended for plots to be simple
2,"An extensive reference, meant for the experienced programmer"
2,Journey....We Have A Problem
2,Charlie's place
2,Bobby taught Soul 1 everything he knows
2,Loved Loved Loved this book!
1,LAME!
2,Makes you want to start your own snowglobe collection
1,Unfortunate
1,"Cute story, but..."
1,Very Very Disappointed
2,Wonderful funny read
2,New York Slick is just that
2,losing control
1,Ye gods
1,Bad. So Very Bad.
1,Yikes! I should have read reviews
1,Apple always the best (FOR MAKING MONEY)
1,"Love the scroll ball, hate the second ""button"""
1,A real bummer
2,Great mouse for OS X
2,box set dvd
1,Doesn't meet the reputation
1,It sucks
2,GREAT MOVIE!!!
2,Classic!
2,An Excellent Epic
2,Essential edition
2,"The Greatest Hollywood Epic since ""Gone with the Wind"""
2,One of the greatest films of all time.
2,First time Anais Nin Reader
1,wont buy without listening sample!
2,Angelic music
1,not rock and roll
2,Awesome
2,Classic Chinese Folklore
2,WATCH VIDEO WITH AN OPEN MIND
2,GO OUT AND BUY......NOW
2,Great Purchase!
2,A great book for all ages to appreciate!
1,a very shallow character
2,Red Sox Version of Moneyball...Great Book!!!
1,It's junk don't buy it
2,Mrs. Piggle-Wiggle's Magic
1,One of the worst films ever made?
2,Their best CD no doubt
1,STP goes Pop...
1,They coulda' aspired to be so much better..........
1,This is why you shouldn't marry and have 2 kids
1,STP goes out with a whimper
2,can't wait for their next album
2,BAD TIMES FOR MUSIC!
1,Maybe Dave Coutts wants his old job back!!
2,Great insight into one of the best selling album of all time
2,I bought the cd on a whim and gut instinct...
1,Misleading
1,A poor book overall.
1,"Horrid, Disgusting and Vile"
2,Great Movie from a Beautiful City
1,Pointless movie!
1,Buy a Different Edition
2,An Irresistible Winning Comedy! Halarious!
2,I loved it!!!!!!!
2,Different and great....
1,A test of credibility
2,A classic!
2,excellent book
2,Soulfull and Gorgeous Writing
2,Any Gardener's Must-Have Book
1,Terrible toffee
2,A writer's book
1,Not famous for good reasons.
1,Broke.... After I broke it with a hammer!
1,Oh Please!
1,My God! where is the creativity?
1,What a disssapointment
1,WHAT HAPPEND!!!!!
2,The Unthinking Brilliance Of A Casual Genuis
1,New Danger should have been danger.
1,Horrible...
1,"Garbage, garbage and more garbage"
1,"ehh,,,take a pass"
2,A Master Statesman/Politician
2,Lost Potential in Spy Drama...
2,Flawed but very intelligent WWII thriller
2,A great find
1,the shadow of her smell
2,One of my favorite love stories
1,Not One For Wedding Processions
1,Another Disappointment
2,Love Kenyon's books !
2,Finally a plan of action...
2,Piano trio at its finest
2,"Without question, one of the most complete movies I've seen."
1,Very disappointing
1,FALLIN' FOR SAW PRODUCTION
1,Worthless!
2,My husband's Fav Shorts
1,Not true to size
1,Terrible Sizing
1,Not 100% Cotton
2,Got what i needed!
2,"A beautiful voice and spirit, for singing beautiful music"
2,Wonderful CD.
2,What a pleasant Christmas CD!!!
1,Merry Jewel
2,Jewel has an awesome voice
1,Pass on the '06; you'll need the '07 by the time it arrives
2,good headphones
1,"not bad, but cheap"
1,ear piece broke after one year use
2,Great Value for the Money
2,Best Book Ever
2,Michael Whatley's review for Mossflower
2,An adventurous aminal tale.
2,"""Amazing, exiting, every one who reads it will love it!!!!!"
2,This was a gift
1,Looks great but wont fit BMW keyfob
2,An alternative to Wheelock
2,Great movie
2,"OEM, worked like a charm"
2,Like Being in a Popcorn Popper!
2,Greatest party album with mellow songs and dance songs
1,Doesn't Hit The Mark
2,Company
2,Definitely a great album to chill and read by the fire.
1,WARNING: Product Rip-off !
2,Liberalism: A Spiritual Cancer
1,Take Another Look Please
2,IT IS WHAT IT IS
2,The Viking!
1,Pathetically Awful
1,"Loud, Bright, High Action! And Borrrrring"
2,Inspired and Brilliant
2,Understanding the enemy
2,"I loved reading this, but I am sure it was not easy to write!"
2,a must read
1,Not for learning Thai
2,Amazing
1,I didn't enjoy reading Frugal Families.
2,Lots of tips
1,"Good music, but not the advertized music"
2,beautiful music
2,A beautiful strory; beautiful people; beautiful land.
2,CONTAINS SOME OF THE BEST LYRICS I'VE EVER HEARD
2,"Comprehensive, Fact-filled and a Time Saver"
2,Quick delivery
2,Great food..
2,a classic jefferson starship cd
2,This book is a must read for anyone visiting Louisiana.
2,Tragic and Touching Story
1,avant-garde failure
1,SADLY ONE OF THE WORST FILMS MADE!!!!!!!
2,Great stuff!
1,Could have been better
1,Come on please.........
2,Flawless is flawless
2,great movie
2,Gift
2,A good look into the insights of interface design.
1,Don't believe the hype!
1,Disappointing and frustrating
1,"do not buy this if you have a new system, lots of conflicts."
1,A Deflating Turn of Events
1,Unable to use
1,Disappointing
2,The Search For A Flexible Showerhead Is Over!
2,Couldn't live without it!
2,Flexible Shower Head
1,cheap and leaky
2,Great for tall people
1,Higher price and lower quality
1,White Boys do Steel Band??
1,"basically, a failure - more on Victoria than Vincent"
2,"Best album of ""the poets"""
1,There Are Much Much Better Books Out There For Dumbbells
2,Great Collection
2,His Third Best !!!!!
2,Useful tail bag for day trips
2,You Must View this Film!
2,Must read!
1,Sent the wrong part
2,Powerbook G4 replacement battery not bad.
1,not so hotsie
2,"Night Play (Dark Hunter, Book 6)"
2,This is why I read paranormal romance !
2,Sweet movie
2,An amazing chronicle
2,not Return to Lonesome Dove but entertaining
1,Terrible finish to Lonesome Dove.
1,Don't Let the Smooth Taste Fool You&#65533;
1,Men couldn't get away with that...
1,ridiculous
2,The waterpik trs-559
2,Great for the price!
1,Disappointment
2,Very nice!
2,Very Impressed
1,"Adequate, barely"
2,SIMPLY THE BEST
2,A sense of assurance
1,"Not a great movie, but interesting anyway."
1,Poor Quality
1,Ghost
2,Soppy but good movie!
2,THIS MOVIE HAS SOMETHING FOR EVERYONE!
2,""" Ditto """
1,Barely a Mention of Slavery!
1,About the condition of this item.......
1,Product is fine but the service stinks
2,Thought it was easy.
1,Pale copy
1,Handle slides off!!!!!!!!!!!!!!!
2,Superb!
1,Plagiate
1,"Great for reference, horrible otherwise"
1,Mislabeled--this is a cat toy
1,wrong product
2,Grease is the word.
1,Not what was promised
1,"Dopey movie, bad message"
1,DVD
2,Grease the Movie
2,"All movie preservation fans, do not get this movie in FS!"
2,screen vs. stage
2,happy
2,Shows the real deal
2,Second of two classic Christmas albums
1,Limited
1,a disappointment
2,rubbish
2,I like it
1,Save your money
2,"Small Player, Great Value"
1,okay at first...
1,This is a really awkward peeler
2,Swivel Peeler
2,I love this peeler
1,"Frustrating, dulls quickly"
1,bulky
2,Cuts time in the kitchen
2,A TRULY UNIQUE AND MEMORIBLE BOOK!!!
2,Very Good just like the rest of the Series
1,Why didn't somebody warn me?
1,My Least Favorite Orson Scott Card Book
2,Not Free SF Reader
1,didn't care about plot premise
2,Worthy of the Ender series
1,Missing something
1,NO MUSIC???
1,Who's idea was it to replace the original music?
1,marie Claire Idees
1,Coastline and Inland...
1,not in English
2,"Nice, cheap product"
1,Does not work with blackberry 2.5 mm interface
1,"Worse than a ""b"" movie"
1,My donkey could make a better airsoft gun
2,Velvet Underground
1,I would not buy from them again
2,Well worth it!
2,Gets the job done
2,Apple Corer
2,THIS ALBUM IS A COUNTRY CLASSIC!
1,Many problems
1,Very cheap product
2,"groovy, swinging jazz"
2,Recommended
1,Disappointing
1,Did Not Work
1,"THE ""GRESH"" who stole christmas"
1,GET THE ORIGINAL HARRY POTTER SCORE!!!! ~NOT THIS!!!!~
1,"A great bit part for Jackie Chan, but a TERRIBLE movie!"
1,Yuck
2,Thanks For The Memories
1,Doesn't Quite Cut the Mustard
2,Great fun book!
2,Great product for the price
2,Favorite <3
2,Anne of the Island
1,There was no Augustus Pelltier!
1,Not too tempting to play again
1,Needs a new singer
2,Comfortable and stylish!
2,Form your own opinion
2,Best gloves you'll ever buy
1,A Waste of Time
1,does not work for phone calls
2,Where did I miss this one?
1,Movie Mickey Blue Eyes DVD
1,Waste of Popcorn
1,"ABC ? It must stands for ""A very Bad book on C !"""
2,Get Read Great Information
1,Don't waste your money
2,Awesome!
2,I found myself when I read this book.
1,The worst audiobook ever
1,Self-Serving
1,Too Little Too Late
1,A Sleep Aid
2,Drifting Away
2,Lovely Laura!
2,Fantastic Film! Fantastic Seller!
2,"By far, the best movie I've ever seen"
2,The Legend of 1900
2,Recieved in time Great movie
2,satisfied customer
1,Didn't meet expectations
1,"""Dude, Where's My Car"" was better"
1,Release the Director's Cut
1,Absolute junk!
1,Okay but not cigar
1,I watched this on a recommendation ......
2,Feel the wind.
1,Stallone is Provolone -- CHEEZE -- BAD FOR THE SPORT
1,Racing for Soap Opera fans
1,"It's not ""Rocky"""
1,"ok movie, but the dvd skips"
1,Drivel
2,"Easy to grip, easy to scoop"
1,FOR COLLECTORS ONLY
1,Fogless? Not quite
1,just the pointed ends...
1,This Movie is SOOOOOOOOOOO overrated!!!!!!!!!!
1,Dolby Digital or DTS?
2,Jaws (The best film of our time)
2,Jaws (30th Anniversary Edition)
2,My fav movie
2,One of the best
2,Solid Peeler
1,A shame to kill so many innocent trees.
2,Have read for English 102
2,Good reference material
1,Can anyone on the planet explain this CD???
2,The forgotten George Montgomery...at last!
1,very light in content
1,Very disappointing product.
2,SPANISH MADE EASY
1,Garbage
2,works great! but you need to read the directions...
1,Piece of Trash
1,Broke in the first week
1,Doesn't open everything
2,"What a relief, er, release!"
1,oxo good grips jar poor product
1,The third dimension is NOT terror... its stupidity!
1,A bomb
1,Not good at all...
1,A Toothless Sequel
1,Second Jaws sequel is dull but has some redeeming qualities.
1,What a bunch of grapes!!!
1,IT DOESN'T WORK
1,"Very, very bad"
1,I'm amazed
1,THE worst movie ever
1,Worst Movie Ever Made
1,Sucks Completly
1,ZZZZZZZZZZZZZZZZZZZZZZZZZ
2,First film Arnold Schwarzenegger did after his heart surgery.
2,VERY good movie.
1,TERRIBLE--RUN AWAY!
1,This movie was really bad...
1,Worst Schwarzenegger Movie Since Last Action Hero
1,"Dont buy, rent if you really want to see it"
2,most disturbing thing i ever saw
1,Unholy Mess
2,its hot
1,Watch out for film deposits under the glass!
2,Epson minus Canon=New Top Of Line Scanner
2,"Great Scanner, Even for the novice"
1,"Lame, c-grade ACDC crap"
2,good solid album
2,It worked
1,Arrived in poor condition
1,Didn't work
2,This Fork is Good for a Dork
1,NOKIA BATTERY
2,Great Value
2,The first of a line of fantastic records by the Jam
2,This is where it all started!
1,This Product SUCKS!
1,Out of subject
1,Poorly written but I find the subject thought provoking
2,Good Read
2,"Yes, You Can Judge an Album by Its Title (and Cover)"
1,Having it both ways
1,Lots of stains not listed
2,VERY EXCITING MOVIE
1,YeePee...PORN with a PLOT ! ! !
1,What is this?
1,It's a shame
2,Underrated
1,Very Poor Quality DVD Mastering
1,Learn how to make your own reeds.
2,A Real Gem
2,Grateful Dead's Rough Blues debut with a hint of psychadelia
2,OXO Good Grips 28381 Corn Holders
1,very average
1,P. Kilmos is right
1,too expensive for what you get.
1,Not what I had in mind when i ordered it
2,Lift-the-Flap Fun!
2,gets the job done
2,Creepily good
1,Great Irony
1,Warmed-over TV thriller
1,Too many negative interpretations
2,"Really tells the meanings of my dreams,fun for the family"
2,"Best can opener I,ve used"
2,Everyone needs one.
2,"Dillin's ""The Kentucky Rifle"" is Definitive"
1,Way too slow and cheesy
1,The missing piece
1,Flat characters. Boring Story. Mediocre writing.
2,Fun and sexy romance
1,fuentes
1,Overhyped without much substance
1,Typical white-male misogyny
1,"Sequins, swearing and silliness"
1,Horrid Film
1,EEWWW that smell!
2,One of my favorite movies of last year.
2,"""uh...uh...it's a rocket!"""
1,A Total Piece of You-Know-What
1,It's junk
1,Dull Channnel Knife
1,"Edited, not at ALL what I wanted"
1,Alice Lackluster
1,THE METAL RIPPED?
1,I wouldn't buy it again...
1,"Mine broke, too!"
1,"OXOs stuff is generally quite good, but this is an exception"
1,Ours snapped
1,Broke in less than 3 months
1,Went back to OXO twice -- made from weak metal
1,Not for those who are serious about garlic
2,"Works great, but breaks"
1,Bad recipes
2,Wonderful Performances of Bluegrass Standards
2,I'm in LOVE
1,Spend a little more to get a lot better
1,DRAB
1,not what I expected
2,Japanese anime(moving manga) is good translation.
1,"Useless, Horrible, and Filled with Typos!"
1,Cute but not quality
1,problems with the display
2,long knife
1,Couldn't keep me interested . . .
2,Exactly as advertised!
1,Wanna buy mine??
1,Not an iota of authenticity
2,Great memories
2,This is a difficult book but a good book.
1,Interesting but buggy
1,Painter IX Problems
2,"Used For Drywall, Could Fit Better"
2,Inspired
1,disappointment
2,This book will keep you wondering until the end
2,Great Christmas Eve Movie
2,WHAT NOT TO DO WHEN GOING ON VACATION !!!!
1,Bummer!
2,fitful
2,home alone the christmas classic
2,Fun movie
2,We need to get this man more attention!! He is great.
2,A great read!
2,History
2,a classic
2,An important learning experience on the system of slavery.
2,Uncle Tom's Cabin
2,What a Suprise!
1,Not Faithfully Reproduced
2,A Powerful and Moving Book
1,Long and stupid.
2,book
2,something to think about
2,one of my all-time fav CDs
1,"2 girls, 3 girls, or no girls...does it matter?"
1,Just ok
2,"""Good Grips"" Tenderizer"
1,A Letdown
1,The Signal
1,Has no meaning but killing and beating each others
2,Great to see you again Toni!
2,He wasn't man enough
2,Relaxing
1,Country Cheese
2,Great watch
2,A Practical Handbook for Modern Living
2,Simply Nice!
2,Worth it
2,message from a pro
2,Excellent Blackjack book
2,Highly recommended!
2,I made money with this book!
1,Out Dated and Stale
2,A Solid Book - though a touch dated.
2,Lenox Christmas Table Cloth
1,Fits buts needs modification
1,Awesome Gadget
1,fun at times but ....well stupid
2,Val Kilmer Pulls A Rabbit Out Of The Hat
2,Nothing is as it seems
2,Hornblower wins again!
2,Definitly a Light Read
1,not worth the time of a long time fan
2,Classic.
2,A brilliant book for the beginng investor or corporate executive
1,Good General Knowledge But Needs More Information
2,Tonny Harnnel debut
1,boring and poorly written
1,Ugly Americanism!
2,"Classic Diane Johnson, very funny"
1,Campy in the extreme!
2,Best Jung book for the layperson
1,Not happy
2,High quality ricer
2,Perfect mashed potatoes
2,Mashing Made Easy
2,best cd purchase i've made(3 years ago)still my favorite
1,Self Promoting
2,Bmod book
1,This product is a joke
1,No changes here
1,kind of boring
1,Skip it!
1,OXO Fail.
2,useful
2,Great corer/slicer for the price
2,Awsome Set
1,Don't Bother
2,"Not a review, but this will likely help others if a reply is received"
2,Beyond The Shackles
1,Agree that OXO could have done better
1,Loose screw
1,mine broke too - a stain upon the good reputation of OXO
1,Way too flimsy!
1,Broke After a few Uses
2,excellent grater no problems
1,Worked well for a while...
1,Huh?
2,SACD's Rock
2,"Deserves Its ""Classic Album"" Status"
2,Probably his best era
2,The Best of Elton
2,The Greatest Album of All Time
2,Absolutely his best album
2,Stunned at how good the sound on this SACD
2,So it's derivative... so what?
1,"Dopey and charmless, but toddlers like it"
1,Zzzzzzz....
2,Friendship triangles
1,Shameless and misleading
2,The easiest grater
1,Piece of Junk
1,god awful
2,Don Camillo will pep you up to kick any rascals in humour
1,RIP OFF!!!
1,price too high for what you get
2,Great cookbook
2,Easy and colorful
2,This DVD is tropical HOT with crankin' music
2,Great...
1,bad fit
1,Not the same
2,LIBERACE: AN AMERICAN BOY
2,GREAT MOVIE !!!
2,Takes the Pain Out of Getting the Cork Out
1,strangely disappointing
1,Oxo Corkscrew
2,6 months - so far: Flawless
2,Best Revenge: How Theater Saved My Life and Has Been Killing
1,I suppose I should have seen it coming
2,SHOCKS AND SURPRISES ABOUND
2,Hands Down
2,Resurrecting hip-hop
2,Common
2,Common is what Hip hop suppose to ...Be
2,Buy This Album At All Costs!
2,Too funky!
1,* WARNING: THIS BOOK'S BEST USE IS AS A DOOR STOP! *
1,Piece of Junk
2,Excellent jazz!
2,"The Don Ellis ""Farewell"" Recording"
1,Does not grab
2,Excellent clips / very sturdy
1,Cheaper Alternative
1,IT TAKES A THIEF
1,Low rating is for the Afterword
2,"""Scary"" Book"
1,huh
2,A Brilliant Story! READ IT.
2,Just so you know
2,A book that has stood the test of time
2,Timeless
2,A Good Quick Read
1,Some parts are good
2,"the ""ultimate"" edition for superheroes."
1,This Book is Nonsense
1,What next?
2,The ratings on this book speak to how important it is...
2,heavenly chime
1,Incorrect Movie
1,Simplified 12-Step Program
1,spun out after only a month
1,Sorely disappointed
1,Piece of Junk
2,Oxo Salad Spinner
1,Used 3 months than it cracked!
1,order never recieved
1,Recommended cleaning resulted in broken product
2,What did I do without it
1,Can't get my greens dry!
2,Salad spinner review
1,OXO OKO
2,Great Spinner - could use a seperate lid
2,Take your salad for a spin...
2,Really good product!
2,friends request an it was perfect
2,outstanding spinner!!!!
2,A great way to spin sprouts
1,Not A Great Way To Get Acquainted With The Pixies
2,This band is amazing
2,Good vibrations
2,It will be hard to beat this one.
1,"I Admire West Point, But This Does Not Live Up To The Hype"
2,What scares the hell out of *you*?
1,This book was not helpful in preparing my driving tour.
2,PSX best console ever!
2,I think that this game console is one of the best!
2,PSX: Still the best option
2,Very fun system with lots to do!
1,"BJBichon on ""My Parrot, My Friend"""
2,I love this coring set!
2,"Not all Christmas-themed, but still nice for the holidays"
1,CCR OPD
1,Agree with previous reviewer
2,Great quality
2,Would buy again..
2,Sturdy with a great locking mechanisim
1,Does not live up to expectation
1,"Lock broke, but it's still comfortable"
2,delivered as described
2,A very funny book.
2,Praise for Matilda
2,Matilda
2,Great story
2,Matilda
2,The Ups and Downs of Matilda
2,Really nice fit. Simple as that.
1,aunt bam's
1,No No and No.
2,great message
1,"Too Firm, too obstructive."
2,WHATS REALLY GOIN ON!
2,Such A Rich History Behind This Release -- A MUST HAVE
2,to all haterz
2,More than a woman...!
2,Aaliyah's Best Album Ever!!
2,Girl to Woman
1,good singles but this is album is lacking!
2,"""A"" Is For Aaliyah!!!"
2,Aaliyah at her best
2,BANGIN BEATS
1,keepin it real
1,Is he running out of subjects to write books on
1,Stuffy
2,Woodstock Emperor Gong Chime
2,Blazing hot
2,Real Music !!!! and an amazingly gifted Singer---GREAT CD !!!
1,Not good for scrubbing
2,Amazing brush
2,Extra arm!
2,Cleaning was never so easy
2,Soft and Flexible
2,Great bottle brush!
2,Bottle Brush
2,Hank just can't seem to win
1,Not the least bit entertaining
2,Home Owner
2,"Good Material, Lacking Translations"
1,Felt Scatterbrained.
1,"Really, really, boring repetitive low-key techno"
1,Not the best!
1,Piece of Junk
1,paperweight
1,If you buy this staple gun buy a hammer also
1,Totally useless
2,Use for dishes
2,This book rocks!
1,A complete waste of time
2,"Good quality, molded plug"
2,this is NOT PERFORMED BY THE VILLAGE PEOPLE
2,son's movie
1,If You Hate Your Kids: Smells Worse Than a Dirty Hamster Cage...
2,LOVED IT
1,Phew...This movie stinks
1,Bad Oxo Product
1,Don't buy this one!
2,Never leaves my side
2,"Definitely a ""Good Grip"""
2,Great for even bigger hands
2,easy to grasp vegetable brush
2,Nice Brush
2,I am glad i made this purchase.
2,"GOod, but sometimes cheesy"
1,Horrible
2,Interesting book
1,Terrible
2,Even better on Vinyl
1,terrible writing style and unbelievable story
1,Tripe
1,Steaming pile of chick book
1,"Dull, far fetched"
1,"I really found this book disgusting, confusing, and morbid."
1,"dull,but futuristic"
1,This book is horrible...
